"","cluster","next.cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","nbr.arrival","NB.last.site.arrival","sorted.num"
"48",12,8,"4105_017","2016-11-15 22:28","2017-04-23 22:35",-64.73415806,-64.99275501,-64.46012934,0.889333015,-0.090617639,1.762411096,5,159.004294,"Non-breeding period","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Nonbreeding",59284.47601,206278.2152,"2016-09-13","2017-05-31",1,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",12
"49",8,7,"4105_017","2017-04-28 10:34","2017-05-03 0:29",-82.50340195,-84.88355956,-81.21297905,30.0698394,27.17871729,33.46460049,7,4.579652778,"Pre-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Stopover",353599.6951,699741.3171,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",8
"50",7,4,"4105_017","2017-05-04 10:35","2017-05-12 0:46",-85.17914449,-86.52619,-83.81874944,32.59733811,30.67136396,34.91178173,8,7.591006944,"Pre-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Stopover",253908.1768,472041.1469,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",7
"51",4,3,"4105_017","2017-05-13 10:24","2017-05-16 1:08",-86.01985051,-88.49851035,-83.60607358,36.03564491,33.40467296,39.50537152,9,2.613553241,"Pre-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Stopover",440364.1579,679126.6562,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",4
"52",3,19,"4105_017","2017-05-17 10:13","2017-05-23 10:15",-90.31866114,-91.87028207,-88.83103137,39.93418569,38.55146666,41.73498492,10,6.001412037,"Pre-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Stopover",259411.2636,354387.6316,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",3
"53",19,NA,"4105_017","2017-05-31 3:13","2017-06-21 8:07",-93.8313,-93.84027,-93.84027,58.71955,58.71087,58.71087,11,21.20427083,"Breeding","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28",NA,19
"54",19,12,"4210_002",NA,NA,-93.8313,-93.8201,-93.8201,58.71955,58.63169,58.63169,1,NA,"Pre-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56",NA,19
"55",12,7,"4210_002","2016-10-15 21:56","2017-04-28 22:31",-63.87203721,-64.02067055,-63.72356419,-1.505180276,-2.243526085,-0.789837966,7,195.0238426,"Non-breeding period","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Nonbreeding",33062.3169,161823.8212,"2016-09-06","2017-06-01",1,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",12
"56",7,3,"4210_002","2017-05-04 10:45","2017-05-12 0:32",-83.87830659,-85.41390462,-82.30830702,33.03733428,30.67908913,35.75615334,8,7.574259259,"Pre-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Stopover",289806.4744,565176.2033,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",7
"57",3,2,"4210_002","2017-05-13 10:30","2017-05-24 1:47",-92.01321207,-93.26879379,-90.75256054,39.80444269,38.51317313,41.34459943,9,10.63670139,"Pre-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Stopover",215179.6831,315192.9331,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",3
"58",2,19,"4210_002","2017-05-25 10:03","2017-05-28 9:55",-97.88135448,-99.94469148,-95.64866618,50.23209788,49.119298,51.74575922,10,2.994444444,"Pre-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Stopover",305872.299,292376.3253,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",2
"59",19,NA,"4210_002","2017-06-01 3:33","2017-06-22 8:13",-93.8313,-93.8201,-93.8201,58.71955,58.63169,58.63169,11,21.19429398,"Breeding","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56",NA,19
"60",19,13,"4210_004",NA,NA,-93.8313,-93.8277,-93.8277,58.71955,58.73192,58.73192,1,NA,"Pre-breeding migration","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-10","2017-06-03",NA,0,"4210-004","2016-10-11 10:22",NA,19
"61",13,11,"4210_004","2016-11-30 10:41","2017-04-17 10:39",-72.87317096,-73.08755998,-72.69143911,1.104086988,0.223391408,1.936703204,8,137.9991678,"Non-breeding period","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Nonbreeding",44087.78605,190724.9967,"2016-09-10","2017-06-03",2,0,"4210-004","2016-10-11 10:22","2016-11-30 10:41",13
"62",11,10,"4210_004","2017-04-18 22:56","2017-04-29 10:26",-71.63485258,-72.60909261,-70.71459109,7.8590237,4.778596932,11.08945518,9,10.47864202,"Pre-breeding migration","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Stopover",208913.9367,702521.5266,"2016-09-10","2017-06-03",NA,0,"4210-004","2016-10-11 10:22","2016-11-30 10:41",11
"63",10,7,"4210_004","2017-04-30 23:04","2017-05-05 22:55",-68.99740315,-69.75013574,-68.45817929,10.98498537,9.776776044,11.45710875,10,4.993656694,"Pre-breeding migration","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Stopover",141184.6348,187053.7809,"2016-09-10","2017-06-03",NA,0,"4210-004","2016-10-11 10:22","2016-11-30 10:41",10
"64",7,4,"4210_004","2017-05-09 10:23","2017-05-11 10:33",-82.58057719,-85.08059236,-80.19011179,32.8497706,29.45602283,37.18528268,11,2.006981196,"Pre-breeding migration","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Stopover",457312.121,860417.27,"2016-09-10","2017-06-03",NA,0,"4210-004","2016-10-11 10:22","2016-11-30 10:41",7
"65",4,19,"4210_004","2017-05-21 10:05","2017-05-24 1:10",-84.55699095,-86.43042817,-82.54034619,41.11969247,38.96661102,43.81944909,12,2.628448717,"Pre-breeding migration","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Stopover",326199.5916,540215.4635,"2016-09-10","2017-06-03",NA,0,"4210-004","2016-10-11 10:22","2016-11-30 10:41",4
"66",19,NA,"4210_004","2017-06-13 3:54","2017-06-26 8:44",-93.8313,-93.8277,-93.8277,58.71955,58.73192,58.73192,13,13.20110456,"Breeding","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-10","2017-06-03",NA,0,"4210-004","2016-10-11 10:22",NA,19
"67",24,11,"A",NA,NA,-72.815699,-72.8165699,-72.8165699,44.528354,44.528354,44.528354,1,NA,"Pre-breeding migration","","2110-80395",NA,"Setophaga","2013-06-13","0:30:00","2014-06-04",NA,"2013-06-13","2014-06-04","2012-07-01","AHY","Adult",NA,11.2,"Male ","striata","harness",44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","Yes ",120,NA,-4.010480796,"Both","Yes","Yes",93.06528577,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",TRUE,TRUE,-72.815699,44.528354,"2014-05-06",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-30","2014-06-05",0,"2013-09-13","2014-05-26","2016-10-23",NA,"2016-09-02",NA,NA,"2013-10-13","2013-10-15","2013-10-17","2013-10-18","good","Eastern Region","Breeding",0,0,"2013-09-13","2014-05-26",NA,0,"A","2013-10-18 4:00",NA,24
"68",11,8,"A","2014-04-09 23:00","2014-05-06 22:56",-70.21049659,-70.58393507,-69.78670341,6.999067306,5.917780153,8.527967929,11,26.99695818,"Non-breeding period","","2110-80395",NA,"Setophaga","2013-06-13","0:30:00","2014-06-04",NA,"2013-06-13","2014-06-04","2012-07-01","AHY","Adult",NA,11.2,"Male ","striata","harness",44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","Yes ",120,NA,-4.010480796,"Both","Yes","Yes",93.06528577,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",TRUE,TRUE,-72.815699,44.528354,"2014-05-06",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-30","2014-06-05",0,"2013-09-13","2014-05-26","2016-10-23",NA,"2016-09-02",NA,NA,"2013-10-13","2013-10-15","2013-10-17","2013-10-18","good","Eastern Region","Nonbreeding",88086.07859,290564.7741,"2013-09-13","2014-05-26",3,0,"A","2013-10-18 4:00","2014-04-09 23:00",11
"69",8,5,"A","2014-05-08 10:01","2014-05-13 0:06",-78.11891631,-78.1322733,-78.11607544,26.72593885,26.7010058,26.73215491,12,4.586269651,"Pre-breeding migration","","2110-80395",NA,"Setophaga","2013-06-13","0:30:00","2014-06-04",NA,"2013-06-13","2014-06-04","2012-07-01","AHY","Adult",NA,11.2,"Male ","striata","harness",44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","Yes ",120,NA,-4.010480796,"Both","Yes","Yes",93.06528577,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",TRUE,TRUE,-72.815699,44.528354,"2014-05-06",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-30","2014-06-05",0,"2013-09-13","2014-05-26","2016-10-23",NA,"2016-09-02",NA,NA,"2013-10-13","2013-10-15","2013-10-17","2013-10-18","good","Eastern Region","Stopover",1610.504783,3467.502836,"2013-09-13","2014-05-26",NA,0,"A","2013-10-18 4:00","2014-04-09 23:00",8
"70",5,24,"A","2014-05-21 0:49","2014-05-23 9:40",-79.82325047,-81.40368657,-78.35622314,39.30030266,37.89446501,41.28978118,14,2.368831648,"Pre-breeding migration","","2110-80395",NA,"Setophaga","2013-06-13","0:30:00","2014-06-04",NA,"2013-06-13","2014-06-04","2012-07-01","AHY","Adult",NA,11.2,"Male ","striata","harness",44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","Yes ",120,NA,-4.010480796,"Both","Yes","Yes",93.06528577,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",TRUE,TRUE,-72.815699,44.528354,"2014-05-06",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-30","2014-06-05",0,"2013-09-13","2014-05-26","2016-10-23",NA,"2016-09-02",NA,NA,"2013-10-13","2013-10-15","2013-10-17","2013-10-18","good","Eastern Region","Stopover",262505.6094,377964.8674,"2013-09-13","2014-05-26",NA,0,"A","2013-10-18 4:00","2014-04-09 23:00",5
"71",24,NA,"A","2014-05-26 0:41","2014-06-04 8:58",-72.815699,-72.8165699,-72.8165699,44.528354,44.528354,44.528354,15,9.344870446,"Breeding","","2110-80395",NA,"Setophaga","2013-06-13","0:30:00","2014-06-04",NA,"2013-06-13","2014-06-04","2012-07-01","AHY","Adult",NA,11.2,"Male ","striata","harness",44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","Yes ",120,NA,-4.010480796,"Both","Yes","Yes",93.06528577,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",TRUE,TRUE,-72.815699,44.528354,"2014-05-06",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-30","2014-06-05",0,"2013-09-13","2014-05-26","2016-10-23",NA,"2016-09-02",NA,NA,"2013-10-13","2013-10-15","2013-10-17","2013-10-18","good","Eastern Region","Breeding",0,0,"2013-09-13","2014-05-26",NA,0,"A","2013-10-18 4:00",NA,24
"72",24,11,"B",NA,NA,-72.815699,-72.815699,-72.815699,44.528354,44.528354,44.528354,1,NA,"Pre-breeding migration","","2490-89933",NA,"Setophaga","2013-06-18","4:45:00","2014-06-17",NA,"2013-06-18","2014-06-17","2012-07-01","AHY","Adult",NA,12.8,"Female ","striata","harness",44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No",92.52512211,92.5,0.16,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-72.815699,44.528354,"2014-04-19",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"2013-09-03",NA,"","","","",NA,"2013-09-01","2013-11-01","2013-10-23","2013-10-24","good","Eastern Region","Breeding",0,0,"2013-09-19","2014-05-11",NA,0,"B","2013-10-24 4:00",NA,24
