"","cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","nbr.arrival","NB.first.site.arrival","id","sorted.num","next.cluster"
"55",20,"4105_009","2016-06-19 3:40","2016-08-26 10:53",-93.8313,-93.82587,-93.82587,58.71955,58.731288,58.731288,1,68.30109014,"Breeding","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Breeding",0,0,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14",NA,NA,20,3
"56",3,"4105_009","2016-08-31 11:20","2016-09-03 1:02",-92.95464114,-95.54693006,-90.35304995,50.97843056,46.82354968,55.73698355,2,2.570534768,"Post-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",363954.3958,992238.9192,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",1,3,NA
"57",3,"4105_009","2016-09-04 11:33","2016-09-07 11:30",-89.25428572,-91.74877374,-86.63121513,50.18013403,44.44744033,54.92598658,3,2.997384777,"Post-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",364740.4433,1166466.433,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",1,3,7
"58",7,"4105_009","2016-09-09 10:43","2016-09-22 10:54",-79.33529082,-80.47552941,-78.29738783,49.03376589,44.84987908,51.64411777,4,13.00768357,"Post-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",158961.0491,756331.1916,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",1,7,4
"59",4,"4105_009","2016-09-23 23:17","2016-09-26 23:13",-80.18173326,-81.44850289,-78.91412557,43.49487056,34.31815513,51.00132928,5,2.99696811,"Post-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",204656.1543,1857162.451,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",1,4,8
"60",8,"4105_009","2016-09-28 11:32","2016-10-08 11:22",-80.83276536,-81.30290307,-80.43646733,26.65412555,25.26686444,28.86815397,6,9.99321546,"Post-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",86201.23549,400893.7165,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",1,8,14
"61",14,"4105_009","2016-10-13 22:14","2017-05-03 22:45",-67.01923295,-67.07874295,-66.93900273,3.615313089,3.374476648,3.826201551,7,202.0215935,"Non-breeding period","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Nonbreeding",15524.85281,50285.78616,"2016-08-28","2017-06-01",1,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",1,14,20
"62",20,"4105_009",NA,NA,-93.8313,-93.82587,-93.82587,58.71955,58.731288,58.731288,7,NA,"Post-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Breeding",0,0,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14",NA,NA,20,NA
"63",20,"4105_016","2016-06-24 3:52","2016-08-27 1:50",-93.8313,-93.83599,-93.83599,58.71955,58.71955,58.71955,1,63.91537037,"Breeding","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13",NA,NA,20,7
"64",7,"4105_016","2016-09-22 22:53","2016-09-24 23:14",-77.14648136,-79.02121463,-75.2669031,50.27701697,40.50845107,55.57928246,5,2.014826389,"Post-breeding migration","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Stopover",267059.68,1677677.276,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13","2016-10-22 22:13",1,7,NA
"65",7,"4105_016","2016-10-02 11:12","2016-10-05 11:07",-77.40947962,-79.40488039,-75.40881508,47.70575224,35.88712704,55.07728788,6,2.996527778,"Post-breeding migration","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Stopover",299316.6205,2136238.932,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13","2016-10-22 22:13",1,7,12
"66",12,"4105_016","2016-10-10 22:40","2016-10-21 10:13",-70.12949895,-70.92020583,-69.37421838,7.198319066,1.963217649,10.89250132,7,10.48135417,"Post-breeding migration","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Stopover",170742.0389,994003.3116,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13","2016-10-22 22:13",1,12,14
"67",14,"4105_016","2016-10-22 22:13","2017-03-30 10:19",-66.74178453,-66.96419208,-66.51617111,3.616410065,2.824592903,4.388868999,8,158.5042245,"Non-breeding period","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Nonbreeding",49774.15363,174134.4185,"2016-09-10","2017-06-10",1,0,"4105-016","2016-10-22 22:13","2016-10-22 22:13",1,14,20
"68",20,"4105_016",NA,NA,-93.8313,-93.83599,-93.83599,58.71955,58.71955,58.71955,8,NA,"Post-breeding migration","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13",NA,NA,20,NA
"69",20,"4105_017","2016-06-17 4:10","2016-08-28 10:42",-93.8313,-93.84027,-93.84027,58.71955,58.71087,58.71087,1,72.27225694,"Breeding","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28",NA,NA,20,7
"70",7,"4105_017","2016-09-15 11:16","2016-10-22 11:34",-78.61784002,-78.62831162,-78.61181792,49.87700376,49.83319956,49.89944502,3,37.01278935,"Post-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Stopover",1183.220013,7374.410053,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",1,7,11
"71",11,"4105_017","2016-10-23 22:13","2016-11-14 10:28",-71.18670741,-71.26900288,-71.14220813,12.07535471,11.95565105,12.14307062,4,21.51018519,"Post-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Stopover",13802.41452,20863.45094,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",1,11,15
"72",15,"4105_017","2016-11-15 22:28","2017-04-23 22:35",-64.73415806,-64.99275501,-64.46012934,0.889333015,-0.090617639,1.762411096,5,159.004294,"Non-breeding period","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Nonbreeding",59284.47601,206278.2152,"2016-09-13","2017-05-31",1,0,"4105-017","2016-11-15 22:28","2016-11-15 22:28",1,15,20
"73",20,"4105_017",NA,NA,-93.8313,-93.84027,-93.84027,58.71955,58.71087,58.71087,5,NA,"Post-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28",NA,NA,20,NA
"74",20,"4210_002","2016-06-24 3:59","2016-08-29 1:28",-93.8313,-93.8201,-93.8201,58.71955,58.63169,58.63169,1,65.89556713,"Breeding","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56",NA,NA,20,3
"75",3,"4210_002","2016-09-07 11:08","2016-09-10 0:47",-90.86981715,-93.31875914,-88.5859767,54.32325325,50.41137446,57.02099855,3,2.56875,"Post-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Stopover",307207.913,735779.989,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",1,3,4
"76",4,"4210_002","2016-09-11 11:01","2016-09-13 23:57",-83.48160039,-85.85819186,-81.19473367,51.28966942,46.81128145,54.84523337,4,2.539097222,"Post-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Stopover",324603.0565,894335.4368,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",1,4,7
"77",7,"4210_002","2016-09-15 10:52","2016-09-28 23:15",-78.75808875,-79.58799813,-78.04879261,50.45507121,45.97237259,54.559811,5,13.5158912,"Post-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Stopover",109089.6076,955949.2701,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",1,7,NA
"78",7,"4210_002","2016-09-30 11:24","2016-10-08 11:15",-78.32041788,-79.51758296,-77.15786193,39.70699165,34.12294168,50.2450103,6,7.993900463,"Post-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Stopover",202081.8331,1794700.469,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",1,7,15
"79",15,"4210_002","2016-10-15 21:56","2017-04-28 22:31",-63.87203721,-64.02067055,-63.72356419,-1.505180276,-2.243526085,-0.789837966,7,195.0238426,"Non-breeding period","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Nonbreeding",33062.3169,161823.8212,"2016-09-06","2017-06-01",1,0,"4210-002","2016-10-15 21:56","2016-10-15 21:56",1,15,20
"80",20,"4210_002",NA,NA,-93.8313,-93.8201,-93.8201,58.71955,58.63169,58.63169,7,NA,"Post-breeding migration","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21",NA,"2016-06-22","2017-06-21","","AHY","Adult",78,13.5,"Male","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-28",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",0,"2016-09-06","2017-06-01","2016-09-06 0:00","2017-06-01 0:00","","",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-06","2017-06-01",NA,0,"4210-002","2016-10-15 21:56",NA,NA,20,NA
"81",20,"4210_004","2016-06-18 1:53","2016-06-19 4:05",-93.8313,-93.8277,-93.8277,58.71955,58.73192,58.73192,1,1.091685043,"Breeding","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24",NA,"2016-06-18","2017-06-24","","ASY","Adult",76,12.5,"Male","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No ","Central",FALSE,TRUE,-93.8313,58.71955,"2017-04-17",2017,"2017-03-20","No","2016-06-20","2016-09-05","2017-06-12","2017-06-21",0,"2016-09-08","2017-06-03","2016-09-08","2017-06-03","2016-10-30","2017-04-20",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-10","2017-06-03",NA,0,"4210-004","2016-10-11 10:22",NA,NA,20,3
