"","cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","nbr.arrival","NB.first.site.arrival","id","sorted.num","next.cluster"
"258",9,"V8757_078","2019-10-02 4:00","2019-10-08 4:00",-73.29278455,-74.10438245,-72.55909988,18.35,NA,NA,3,6,"Post-breeding migration","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","SY","Adult",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,"2020-04-28",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,NA,"2020-05-28","","","","",NA,"2019-09-30","2019-10-02","2019-10-08","2019-10-09","good ","Eastern Region","Stopover",163272.548,NA,"2019-09-21","2020-05-28",NA,0,"8757-078","2019-10-09 10:38","2019-10-09 10:38",1,9,12
"259",12,"V8757_078","2019-10-09 10:38","2020-02-29 10:37",-69.98443519,-70.25499521,-69.69780586,7.589300064,6.673893873,8.434585044,4,142.9990741,"Non-breeding period","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","SY","Adult",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,"2020-04-28",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,NA,"2020-05-28","","","","",NA,"2019-09-30","2019-10-02","2019-10-08","2019-10-09","good ","Eastern Region","Nonbreeding",61482.69644,195999.2446,"2019-09-21","2020-05-28",1,0,"8757-078","2019-10-09 10:38","2019-10-09 10:38",1,12,23
"260",23,"V8757_078",NA,NA,-71.08716,-71.09769,-71.09769,47.38339,47.37864,47.37864,4,NA,"Post-breeding migration","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","SY","Adult",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,"2020-04-28",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,NA,"2020-05-28","","","","",NA,"2019-09-30","2019-10-02","2019-10-08","2019-10-09","good ","Eastern Region","Breeding",0,0,"2019-09-21","2020-05-28",NA,0,"8757-078","2019-10-09 10:38",NA,NA,23,NA
"261",22,"V8757_096","2019-07-12 23:47","2019-08-08 7:38",-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,1,26.32736596,"Breeding","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","",NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-23",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-07",0,"2019-08-30","2020-06-17","","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-10-03","2020-06-16",NA,7,"8757-096","2019-11-19 10:14",NA,NA,22,5
"262",5,"V8757_096","2019-10-04 22:00","2019-10-08 22:10",-61.22240228,-63.59732583,-60.09122251,45.83781299,45.21941536,46.82844914,6,4.00750248,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","",NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-23",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-07",0,"2019-08-30","2020-06-17","","","","",NA,"","","","","","Eastern Region","Stopover",271895.3334,179116.821,"2019-10-03","2020-06-16",NA,7,"8757-096","2019-11-19 10:14","2019-11-19 10:14",1,5,NA
"263",5,"V8757_096","2019-10-10 21:58","2019-11-01 21:37",-60.79829684,-62.72434317,-60.10266294,46.12523524,45.29281101,46.90123896,7,21.98541873,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","",NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-23",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-07",0,"2019-08-30","2020-06-17","","","","",NA,"","","","","","Eastern Region","Stopover",202263.429,179049.3805,"2019-10-03","2020-06-16",NA,7,"8757-096","2019-11-19 10:14","2019-11-19 10:14",1,5,13
"264",13,"V8757_096","2019-11-03 9:45","2019-11-14 9:52",-61.93031273,-62.90728366,-60.9670041,9.009211661,6.233069284,10.33122425,8,11.0048525,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","",NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-23",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-07",0,"2019-08-30","2020-06-17","","","","",NA,"","","","","","Eastern Region","Stopover",213326.04,456204.5238,"2019-10-03","2020-06-16",NA,7,"8757-096","2019-11-19 10:14","2019-11-19 10:14",1,13,14
"265",14,"V8757_096","2019-11-19 10:14","2020-02-01 10:35",-68.4243957,-68.73899761,-68.05940948,4.621773567,3.349780622,5.382764001,10,74.01437172,"Non-breeding period","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","",NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-23",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-07",0,"2019-08-30","2020-06-17","","","","",NA,"","","","","","Eastern Region","Nonbreeding",75405.40918,226310.6745,"2019-10-03","2020-06-16",1,7,"8757-096","2019-11-19 10:14","2019-11-19 10:14",1,14,22
"266",22,"V8757_096",NA,NA,-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,10,NA,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","",NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-23",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-07",0,"2019-08-30","2020-06-17","","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-10-03","2020-06-16",NA,7,"8757-096","2019-11-19 10:14",NA,NA,22,NA
"267",22,"V8757_134","2019-07-12 23:56","2019-07-14 0:19",-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,1,1.015625,"Breeding","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","",NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-13",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-02",0,"2019-09-29","2020-06-15","","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-30","2020-06-14",NA,7,"8757-134","2019-10-21 22:36",NA,NA,22,5
"268",5,"V8757_134","2019-07-19 7:15","2019-08-02 0:03",-55.54472996,-56.60554452,-54.57229327,47.07510992,46.92988372,47.90817157,2,13.70009259,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","",NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-13",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-02",0,"2019-09-29","2020-06-15","","","","",NA,"","","","","","Eastern Region","Stopover",154142.3738,108902.5048,"2019-09-30","2020-06-14",NA,7,"8757-134","2019-10-21 22:36","2019-10-21 22:36",1,5,NA
"269",5,"V8757_134","2019-10-04 22:28","2019-10-10 9:44",-64.88436495,-65.14544267,-64.60888128,46.65783409,46.25919217,47.09614399,7,5.469444444,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","",NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-13",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-02",0,"2019-09-29","2020-06-15","","","","",NA,"","","","","","Eastern Region","Stopover",40995.65351,93169.05117,"2019-09-30","2020-06-14",NA,7,"8757-134","2019-10-21 22:36","2019-10-21 22:36",1,5,NA
"270",5,"V8757_134","2019-10-11 22:10","2019-10-20 10:06",-65.17402415,-65.17540584,-65.16719363,46.74049693,46.72406696,46.82088603,8,8.497291667,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","",NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-13",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-02",0,"2019-09-29","2020-06-15","","","","",NA,"","","","","","Eastern Region","Stopover",626.4909105,10777.84975,"2019-09-30","2020-06-14",NA,7,"8757-134","2019-10-21 22:36","2019-10-21 22:36",1,5,15
"271",15,"V8757_134","2019-10-21 22:36","2020-04-03 10:34",-67.28528979,-67.50149865,-67.08870017,-1.540816917,-2.461325789,-0.853357131,9,163.4986111,"Non-breeding period","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","",NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-13",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-02",0,"2019-09-29","2020-06-15","","","","",NA,"","","","","","Eastern Region","Nonbreeding",45935.9008,178998.2522,"2019-09-30","2020-06-14",1,7,"8757-134","2019-10-21 22:36","2019-10-21 22:36",1,15,22
"272",22,"V8757_134",NA,NA,-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,9,NA,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","",NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2020-05-13",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-02",0,"2019-09-29","2020-06-15","","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-30","2020-06-14",NA,7,"8757-134","2019-10-21 22:36",NA,NA,22,NA
"273",19,"blpw09","2016-06-17 6:41","2016-09-02 13:42",-132.311396,-132.312099,-132.312099,60.066092,60.065032,60.065032,1,77.29246528,"Breeding","3254-043","2740-82809",NA,"Setophaga","2016-06-17","","2017-06-12",NA,"2016-06-17","2017-06-12","","AHY","Adult",76,13.28,"Male","striata","harness",60.065032,-132.312099,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.15364648,92.75,0.14,1000,20,3,1,0.85,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-25",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-05","2017-06-12",2,"2016-09-04","2017-05-21","","","2016-11-03","2017-04-13",NA,"","","","","","Western Region","Breeding",0,0,"2016-09-04","2017-05-21",NA,0,"blpw09","2016-10-29 22:13",NA,NA,19,4
"274",4,"blpw09","2016-09-21 11:13","2016-09-26 23:47",-83.2230618,-83.23621959,-83.21998403,45.06282857,45.02447439,45.07291792,4,5.52369213,"Post-breeding migration","3254-043","2740-82809",NA,"Setophaga","2016-06-17","","2017-06-12",NA,"2016-06-17","2017-06-12","","AHY","Adult",76,13.28,"Male","striata","harness",60.065032,-132.312099,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.15364648,92.75,0.14,1000,20,3,1,0.85,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-25",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-05","2017-06-12",2,"2016-09-04","2017-05-21","","","2016-11-03","2017-04-13",NA,"","","","","","Western Region","Stopover",1276.575974,5392.708646,"2016-09-04","2017-05-21",NA,0,"blpw09","2016-10-29 22:13","2016-10-29 22:13",1,4,7
"275",7,"blpw09","2016-09-28 10:57","2016-10-20 11:17",-79.76394162,-80.04720288,-79.57791,33.09979478,32.80049514,33.99776528,5,22.01388889,"Post-breeding migration","3254-043","2740-82809",NA,"Setophaga","2016-06-17","","2017-06-12",NA,"2016-06-17","2017-06-12","","AHY","Adult",76,13.28,"Male","striata","harness",60.065032,-132.312099,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.15364648,92.75,0.14,1000,20,3,1,0.85,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-25",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-05","2017-06-12",2,"2016-09-04","2017-05-21","","","2016-11-03","2017-04-13",NA,"","","","","","Western Region","Stopover",43763.70132,133279.5033,"2016-09-04","2017-05-21",NA,0,"blpw09","2016-10-29 22:13","2016-10-29 22:13",1,7,14
"276",14,"blpw09","2016-10-23 22:18","2016-10-28 9:58",-66.01790097,-67.92068827,-64.26054901,4.074330742,-2.051090205,9.445196738,6,4.486180556,"Post-breeding migration","3254-043","2740-82809",NA,"Setophaga","2016-06-17","","2017-06-12",NA,"2016-06-17","2017-06-12","","AHY","Adult",76,13.28,"Male","striata","harness",60.065032,-132.312099,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.15364648,92.75,0.14,1000,20,3,1,0.85,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-25",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-05","2017-06-12",2,"2016-09-04","2017-05-21","","","2016-11-03","2017-04-13",NA,"","","","","","Western Region","Stopover",406414.7601,1279760.808,"2016-09-04","2017-05-21",NA,0,"blpw09","2016-10-29 22:13","2016-10-29 22:13",1,14,13
"277",13,"blpw09","2016-10-29 22:13","2017-04-25 22:38",-61.99818396,-62.22682988,-61.77417318,2.848277615,1.968012976,3.723652558,7,178.0170486,"Non-breeding period","3254-043","2740-82809",NA,"Setophaga","2016-06-17","","2017-06-12",NA,"2016-06-17","2017-06-12","","AHY","Adult",76,13.28,"Male","striata","harness",60.065032,-132.312099,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.15364648,92.75,0.14,1000,20,3,1,0.85,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-25",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-05","2017-06-12",2,"2016-09-04","2017-05-21","","","2016-11-03","2017-04-13",NA,"","","","","","Western Region","Nonbreeding",50327.26236,195436.9042,"2016-09-04","2017-05-21",1,0,"blpw09","2016-10-29 22:13","2016-10-29 22:13",1,13,19
"278",19,"blpw09",NA,NA,-132.311396,-132.312099,-132.312099,60.066092,60.065032,60.065032,7,NA,"Post-breeding migration","3254-043","2740-82809",NA,"Setophaga","2016-06-17","","2017-06-12",NA,"2016-06-17","2017-06-12","","AHY","Adult",76,13.28,"Male","striata","harness",60.065032,-132.312099,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.15364648,92.75,0.14,1000,20,3,1,0.85,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-25",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-05","2017-06-12",2,"2016-09-04","2017-05-21","","","2016-11-03","2017-04-13",NA,"","","","","","Western Region","Breeding",0,0,"2016-09-04","2017-05-21",NA,0,"blpw09","2016-10-29 22:13",NA,NA,19,NA
"279",19,"blpw12","2016-06-17 6:39","2016-08-06 5:13",-132.311396,-132.306115,-132.306115,60.066092,60.064575,60.064575,1,49.940625,"Breeding","","2740-82812",NA,"Setophaga","2016-07-17","","2017-06-11",NA,"2016-07-17","2017-06-11","","SY","Adult",75,12.94,"Male","striata","harness",60.064575,-132.306115,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.49626128,93,0.105,1000,20,3,1,0.9,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-18",2017,"2017-03-20","No","2016-07-01","2016-08-20",NA,NA,2,"2016-08-24","2017-05-25","","","","",NA,"","","","","","Western Region","Breeding",0,0,"2016-08-24","2017-05-25",NA,0,"blpw12","2016-10-20 10:02",NA,NA,19,2
"280",2,"blpw12","2016-08-26 3:25","2016-08-28 12:59",-122.8194178,-125.219406,-120.3989823,56.80899007,54.35777361,59.87573522,3,2.398611111,"Post-breeding migration","","2740-82812",NA,"Setophaga","2016-07-17","","2017-06-11",NA,"2016-07-17","2017-06-11","","SY","Adult",75,12.94,"Male","striata","harness",60.064575,-132.306115,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.49626128,93,0.105,1000,20,3,1,0.9,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-18",2017,"2017-03-20","No","2016-07-01","2016-08-20",NA,NA,2,"2016-08-24","2017-05-25","","","","",NA,"","","","","","Western Region","Stopover",293695.1829,614256.6763,"2016-08-24","2017-05-25",NA,0,"blpw12","2016-10-20 10:02","2016-10-20 10:02",1,2,7
"281",7,"blpw12","2016-09-18 10:49","2016-09-24 23:12",-77.25994336,-77.27712862,-77.25154369,55.59056678,55.56577751,55.59657162,6,6.515972222,"Post-breeding migration","","2740-82812",NA,"Setophaga","2016-07-17","","2017-06-11",NA,"2016-07-17","2017-06-11","","SY","Adult",75,12.94,"Male","striata","harness",60.064575,-132.306115,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.49626128,93,0.105,1000,20,3,1,0.9,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-18",2017,"2017-03-20","No","2016-07-01","2016-08-20",NA,NA,2,"2016-08-24","2017-05-25","","","","",NA,"","","","","","Western Region","Stopover",1609.470164,3427.984897,"2016-08-24","2017-05-25",NA,0,"blpw12","2016-10-20 10:02","2016-10-20 10:02",1,7,NA
"282",7,"blpw12","2016-09-26 10:42","2016-10-08 10:58",-75.87354274,-75.88021136,-75.86249829,36.20172928,36.19312697,36.24413725,7,12.01105324,"Post-breeding migration","","2740-82812",NA,"Setophaga","2016-07-17","","2017-06-11",NA,"2016-07-17","2017-06-11","","SY","Adult",75,12.94,"Male","striata","harness",60.064575,-132.306115,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.49626128,93,0.105,1000,20,3,1,0.9,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-18",2017,"2017-03-20","No","2016-07-01","2016-08-20",NA,NA,2,"2016-08-24","2017-05-25","","","","",NA,"","","","","","Western Region","Stopover",1591.136751,5678.437635,"2016-08-24","2017-05-25",NA,0,"blpw12","2016-10-20 10:02","2016-10-20 10:02",1,7,11
"283",11,"blpw12","2016-10-09 22:47","2016-10-18 22:34",-70.55930849,-71.61846624,-69.60780999,9.87019393,5.067121838,11.96611303,8,8.991319444,"Post-breeding migration","","2740-82812",NA,"Setophaga","2016-07-17","","2017-06-11",NA,"2016-07-17","2017-06-11","","SY","Adult",75,12.94,"Male","striata","harness",60.064575,-132.306115,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.49626128,93,0.105,1000,20,3,1,0.9,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-18",2017,"2017-03-20","No","2016-07-01","2016-08-20",NA,NA,2,"2016-08-24","2017-05-25","","","","",NA,"","","","","","Western Region","Stopover",220511.9786,767992.1859,"2016-08-24","2017-05-25",NA,0,"blpw12","2016-10-20 10:02","2016-10-20 10:02",1,11,13
"284",13,"blpw12","2016-10-20 10:02","2017-04-18 9:56",-64.23777313,-64.37497243,-64.09399582,4.895382541,4.121181832,5.586446739,9,179.9954514,"Non-breeding period","","2740-82812",NA,"Setophaga","2016-07-17","","2017-06-11",NA,"2016-07-17","2017-06-11","","SY","Adult",75,12.94,"Male","striata","harness",60.064575,-132.306115,NA,NA,"","","","Whitehorse, Yukon","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.49626128,93,0.105,1000,20,3,1,0.9,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2017-04-18",2017,"2017-03-20","No","2016-07-01","2016-08-20",NA,NA,2,"2016-08-24","2017-05-25","","","","",NA,"","","","","","Western Region","Nonbreeding",31164.07578,163112.5433,"2016-08-24","2017-05-25",1,0,"blpw12","2016-10-20 10:02","2016-10-20 10:02",1,13,19
