"","X","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","Breeding_region_MC","site_type","NB_count","NB.first.site.arrival","id","IQR.lon.dist","IQR.lat.dist","cluster","next.cluster"
"84",217,"V8296_026","2019-10-02 10:21:22","2020-04-18 10:41:07",-72.7397498383975,-72.7522409648813,-72.7340486309375,2.53005821042273,2.41758853800005,2.58872606059556,9,199.013715277778,"Non-breeding period","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-02 10:21:22",1,2023.18722514358,19050.9418709548,15,26
"85",218,"V8296_026",NA,NA,-71.08742,-71.08306,-71.08306,47.38323,47.3811,47.3811,9,NA,"Post-breeding migration","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"86",231,"V8757_018","2019-07-12 00:39:42","2019-08-07 09:15:30",-71.08742,-71.08742,-71.08742,47.38323,47.38517,47.38517,1,26.3581944444444,"Post-breeding migration","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"87",232,"V8757_018","2019-08-11 09:35:00","2019-08-16 09:34:18",-70.2984290531182,-71.5832011168561,-69.0407917422828,44.9724559443191,43.696424719925,46.6843046982046,2,4.99951388888889,"Post-breeding migration","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"Eastern Region","Stopover",NA,"2019-10-06 21:55:57",1,200213.138951499,332609.277733499,5,NA
"88",233,"V8757_018","2019-08-21 09:34:36","2019-09-08 23:17:00",-69.8477224508973,-70.6331639513031,-69.1100362748931,44.2793063617177,43.7670729466529,45.3836587443682,3,18.5711111111111,"Post-breeding migration","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"Eastern Region","Stopover",NA,"2019-10-06 21:55:57",1,121389.440148668,179957.507825305,5,7
"89",234,"V8757_018","2019-09-15 09:54:45","2019-09-26 04:00:00",-63.3757315603833,-63.3864594773628,-63.3562068696822,53.6279308229665,53.4798270673285,53.6587886627739,5,10.7536458333333,"Post-breeding migration","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"Eastern Region","Stopover",NA,"2019-10-06 21:55:57",1,1997.13803095411,19921.9136765412,7,17
"90",235,"V8757_018","2019-09-28 04:00:00","2019-10-02 04:00:00",-61.8141458959384,-63.1165465748642,-60.2305814605499,16.06,NA,NA,6,4,"Post-breeding migration","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"Eastern Region","Stopover",NA,"2019-10-06 21:55:57",1,308723.538531289,NA,17,9
"91",236,"V8757_018","2019-10-06 21:55:57","2020-04-26 10:34:09",-70.3204186801942,-70.5535079671795,-70.107735296805,11.1709268013638,10.8099683751031,11.3273029302554,7,202.526527777778,"Non-breeding period","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"Eastern Region","Nonbreeding",1,"2019-10-06 21:55:57",1,48683.0007296165,57589.4192493135,9,26
"92",237,"V8757_018",NA,NA,-71.08742,-71.08742,-71.08742,47.38323,47.38517,47.38517,7,NA,"Post-breeding migration","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"93",259,"V8757_078","2019-06-18 01:00:37","2019-09-18 23:12:15",-71.08742,-71.09769,-71.09769,47.38323,47.37864,47.37864,1,92.9247453703704,"Post-breeding migration","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-09 10:38","2020-04-28 10:15",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"94",260,"V8757_078","2019-09-23 10:23:10","2019-09-29 04:00:00",-72.6382862367179,-73.4105503289635,-71.9043940584817,42.6645777312216,40.9251988258641,47.397679984542,2,5.73391203703704,"Post-breeding migration","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-09 10:38","2020-04-28 10:15",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,"Eastern Region","Stopover",NA,"2019-10-09 10:38:50",1,123287.765623447,720513.306753078,5,14
"95",261,"V8757_078","2019-10-02 04:00:00","2019-10-08 04:00:00",-73.2927845471516,-74.104382453973,-72.5590998846069,18.35,NA,NA,3,6,"Post-breeding migration","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-09 10:38","2020-04-28 10:15",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,"Eastern Region","Stopover",NA,"2019-10-09 10:38:50",1,163272.548032232,NA,14,13
"96",262,"V8757_078","2019-10-09 10:38:50","2020-02-29 10:37:30",-69.9930509002298,-70.2699483195104,-69.7255374579718,7.57413393570053,6.67184726088224,8.42583145199874,4,142.999074074074,"Non-breeding period","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-09 10:38","2020-04-28 10:15",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,"Eastern Region","Nonbreeding",1,"2019-10-09 10:38:50",1,60074.7789325588,195252.627014541,13,26
"97",263,"V8757_078",NA,NA,-71.08742,-71.09769,-71.09769,47.38323,47.37864,47.37864,4,NA,"Post-breeding migration","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-09 10:38","2020-04-28 10:15",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"98",264,"V8757_096","2012-07-12 23:47:16.333067","2012-08-08 07:38:40.752342",-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,1,26.3273659638371,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","25-06-2019","9:30:00","",NA,"2019-07-12","2020-07-08","","Second Year",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-11-19","2013-05-23",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-07",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,22,7
"99",265,"V8757_096","2012-10-04 22:00:08.831902","2012-10-08 22:10:57.046133",-61.234354330105,-63.6111848062359,-60.1307201857774,45.7717957014725,45.0837127853543,46.814216568377,6,4.00750247951735,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","25-06-2019","9:30:00","",NA,"2019-07-12","2020-07-08","","Second Year",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-11-19","2013-05-23",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-07",0,"Eastern Region","Stopover",NA,"2012-11-19 10:14:45.37222",1,270227.481392656,192638.799941911,7,NA
"100",266,"V8757_096","2012-10-10 21:58:21.153248","2012-11-01 21:37:21.331514",-60.8968110230177,-63.0178710961374,-60.0634011266257,46.0346741769586,45.2380217869,46.8687934539888,7,21.9854187299339,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","25-06-2019","9:30:00","",NA,"2019-07-12","2020-07-08","","Second Year",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-11-19","2013-05-23",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-07",0,"Eastern Region","Stopover",NA,"2012-11-19 10:14:45.37222",1,228309.932357374,181536.671580419,7,10
"101",267,"V8757_096","2012-11-03 09:45:39.41185","2012-11-14 09:52:38.667651",-61.9124419516533,-62.8668054248982,-60.8844646144238,9.00726669149697,5.91905450970331,10.6609547139585,8,11.004852497688,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","25-06-2019","9:30:00","",NA,"2019-07-12","2020-07-08","","Second Year",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-11-19","2013-05-23",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-07",0,"Eastern Region","Stopover",NA,"2012-11-19 10:14:45.37222",1,217951.67025492,527865.91613021,10,13
"102",268,"V8757_096","2012-11-19 10:14:45.37222","2013-02-01 10:35:27.089174",-68.4319466463092,-68.7648481592949,-68.0961943903148,4.61744506334077,3.56078683778731,5.36674310407251,9,74.0143717240128,"Non-breeding period","","2740 67825 ",NA,"Setophaga","25-06-2019","9:30:00","",NA,"2019-07-12","2020-07-08","","Second Year",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-11-19","2013-05-23",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-07",0,"Eastern Region","Nonbreeding",1,"2012-11-19 10:14:45.37222",1,74192.6117472098,201038.13195779,13,22
"103",269,"V8757_096",NA,NA,-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,9,NA,"Post-breeding migration","","2740 67825 ",NA,"Setophaga","25-06-2019","9:30:00","",NA,"2019-07-12","2020-07-08","","Second Year",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-11-19","2013-05-23",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-07",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,22,NA
"104",270,"V8757_134","2012-07-12 23:56:36","2012-07-14 00:19:06",-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,1,1.015625,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","26-06-2019","8:10:00","",NA,"2019-07-12","2020-07-12","","After Hatching Year ",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,2,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-10-21","2013-05-13",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-02",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,22,7
"105",271,"V8757_134","2012-10-04 22:28:36","2012-10-10 09:44:36",-64.8967080097443,-65.1491042831128,-64.6120162660418,46.6567604462395,46.2612183213454,47.0812087353793,6,5.46944444444444,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","26-06-2019","8:10:00","",NA,"2019-07-12","2020-07-12","","After Hatching Year ",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,2,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-10-21","2013-05-13",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-02",0,"Eastern Region","Stopover",NA,"2012-10-21 22:36:36",1,41036.7041409233,91280.9153456223,7,NA
"106",272,"V8757_134","2012-10-11 22:10:06","2012-10-20 10:06:12",-65.1740665917218,-65.1754105739386,-65.1677692492077,46.7410131515566,46.7241367736989,46.8208384231781,7,8.49729166666667,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","26-06-2019","8:10:00","",NA,"2019-07-12","2020-07-12","","After Hatching Year ",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,2,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-10-21","2013-05-13",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-02",0,"Eastern Region","Stopover",NA,"2012-10-21 22:36:36",1,582.933268403491,10764.778378894,7,15
"107",273,"V8757_134","2012-10-21 22:36:36","2013-04-03 10:34:36",-67.2829849875059,-67.4759406008509,-67.1001731434057,-1.51370918569302,-2.44978453948059,-0.8450192131071,8,163.498611111111,"Non-breeding period","","2740 67829 ",NA,"Setophaga","26-06-2019","8:10:00","",NA,"2019-07-12","2020-07-12","","After Hatching Year ",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,2,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-10-21","2013-05-13",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-02",0,"Eastern Region","Nonbreeding",1,"2012-10-21 22:36:36",1,41815.6445927238,178641.658974598,15,22
"108",274,"V8757_134",NA,NA,-56.225,-56.225,-56.225,49.45833,49.45833,49.45833,8,NA,"Post-breeding migration","","2740 67829 ",NA,"Setophaga","26-06-2019","8:10:00","",NA,"2019-07-12","2020-07-12","","After Hatching Year ",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,2,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2012-10-21","2013-05-13",2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-02",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,22,NA
